CUSTOMER_ID,CUSTOMER_NAME,AGE,MARITAL_STATUS,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,HOUSE_TYPE,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,TENURE,SSN,STATE,IS_FRAUD
CUST00814,Customer_814,68,Married,Retired,6,Rented,Lower,None,9,102-25-6503,TX,0
CUST00815,Customer_815,46,Divorced,Unemployed,3,Owned,Middle,Master,13,137-65-8809,CA,1
CUST00816,Customer_816,75,Single,Retired,4,Leased,Middle,High School,12,994-96-3597,NC,0
CUST00817,Customer_817,69,Married,Unemployed,7,Rented,Upper,None,14,680-14-3145,TX,0
CUST00818,Customer_818,65,Married,Retired,4,Leased,Middle,None,14,800-28-3740,TX,0
CUST00819,Customer_819,45,Married,Self-Employed,5,Owned,Lower,PhD,5,468-39-7654,MI,0
CUST00820,Customer_820,76,Widowed,Retired,5,Rented,Middle,None,14,916-57-6177,MI,0
CUST00821,Customer_821,54,Widowed,Employed,2,Rented,Middle,Bachelor,18,757-45-5090,OH,1
CUST00822,Customer_822,45,Married,Unemployed,1,Leased,Upper,Master,6,954-44-3387,NC,0
CUST00823,Customer_823,39,Widowed,Self-Employed,5,Leased,Middle,Master,6,118-11-7918,CA,0
CUST00824,Customer_824,74,Single,Unemployed,6,Rented,Middle,Bachelor,6,307-75-1397,TX,0
CUST00825,Customer_825,33,Married,Retired,5,Leased,Middle,None,18,814-46-8342,NY,0
CUST00826,Customer_826,72,Widowed,Employed,5,Rented,Middle,Master,17,847-60-9775,NC,1
CUST00827,Customer_827,32,Single,Employed,1,Owned,Upper,None,7,950-72-5428,CA,0
CUST00828,Customer_828,65,Married,Unemployed,2,Rented,Upper,Bachelor,18,932-96-4676,GA,0
CUST00829,Customer_829,35,Widowed,Self-Employed,6,Leased,Lower,Master,15,391-36-9416,CA,0
CUST00830,Customer_830,69,Widowed,Unemployed,5,Leased,Middle,None,8,238-10-5507,WA,0
CUST00831,Customer_831,69,Widowed,Self-Employed,2,Rented,Middle,High School,16,955-39-5540,FL,0
CUST00832,Customer_832,63,Widowed,Employed,5,Owned,Lower,Master,18,196-83-9386,NC,0
CUST00833,Customer_833,79,Widowed,Retired,1,Leased,Middle,PhD,17,670-21-1880,GA,0
CUST00834,Customer_834,49,Married,Unemployed,6,Owned,Middle,PhD,9,765-21-1612,NY,0
CUST00835,Customer_835,70,Married,Unemployed,1,Owned,Middle,PhD,5,900-56-6354,NC,0
CUST00836,Customer_836,52,Married,Employed,6,Rented,Middle,PhD,4,706-40-3110,GA,0
CUST00837,Customer_837,20,Single,Employed,2,Owned,Middle,High School,16,566-16-3656,IL,0
CUST00838,Customer_838,43,Single,Unemployed,2,Rented,Lower,Bachelor,14,633-93-6425,GA,0
CUST00839,Customer_839,20,Widowed,Employed,7,Rented,Middle,PhD,14,775-37-1513,FL,0
CUST00840,Customer_840,59,Single,Self-Employed,6,Rented,Middle,Master,1,438-71-1410,NC,0
CUST00841,Customer_841,27,Divorced,Retired,3,Owned,Lower,Bachelor,19,878-36-7188,NC,1
CUST00842,Customer_842,38,Single,Retired,2,Owned,Upper,None,3,893-64-2541,IL,0
CUST00843,Customer_843,72,Divorced,Unemployed,1,Owned,Middle,Bachelor,12,329-51-9810,GA,0
CUST00844,Customer_844,63,Married,Employed,3,Leased,Middle,Bachelor,18,708-64-8225,MI,0
CUST00845,Customer_845,38,Single,Employed,5,Owned,Middle,Master,5,227-17-6249,GA,1
CUST00846,Customer_846,49,Married,Employed,4,Leased,Middle,Bachelor,10,632-32-6644,FL,0
CUST00847,Customer_847,54,Divorced,Self-Employed,7,Leased,Middle,Master,16,237-27-9044,FL,0
CUST00848,Customer_848,39,Widowed,Unemployed,6,Rented,Lower,None,6,127-59-8598,WA,0
CUST00849,Customer_849,64,Married,Unemployed,2,Leased,Lower,None,2,740-49-3829,MI,1
CUST00850,Customer_850,27,Married,Self-Employed,7,Rented,Lower,Bachelor,10,154-21-6201,NY,0
CUST00851,Customer_851,44,Divorced,Retired,4,Owned,Upper,Bachelor,16,575-43-3631,NC,0
CUST00852,Customer_852,33,Married,Employed,1,Rented,Middle,None,11,172-20-3583,CA,0
CUST00853,Customer_853,60,Single,Self-Employed,6,Rented,Middle,Master,9,930-39-2041,GA,0
CUST00854,Customer_854,57,Single,Unemployed,6,Leased,Middle,High School,13,616-21-4629,FL,0
CUST00855,Customer_855,68,Married,Employed,3,Rented,Upper,Master,1,754-19-9304,NY,0
CUST00856,Customer_856,40,Married,Retired,7,Owned,Upper,PhD,7,671-91-7558,WA,0
CUST00857,Customer_857,32,Single,Retired,7,Leased,Upper,Master,17,968-55-1146,TX,0
CUST00858,Customer_858,20,Widowed,Unemployed,7,Leased,Middle,PhD,8,156-26-1928,NC,0
CUST00859,Customer_859,71,Married,Unemployed,7,Rented,Middle,PhD,19,826-94-6594,IL,0
CUST00860,Customer_860,38,Divorced,Employed,2,Owned,Lower,High School,11,270-97-3767,IL,0
CUST00861,Customer_861,64,Single,Employed,4,Owned,Upper,None,18,893-71-4940,IL,0
CUST00862,Customer_862,40,Married,Employed,2,Owned,Middle,High School,12,811-69-9198,WA,0
CUST00863,Customer_863,38,Married,Employed,5,Rented,Middle,High School,8,646-45-1852,OH,0
CUST00864,Customer_864,32,Divorced,Unemployed,4,Owned,Middle,Bachelor,18,992-79-1934,FL,0
CUST00865,Customer_865,66,Widowed,Retired,7,Rented,Upper,High School,6,645-83-7298,CA,1
CUST00866,Customer_866,35,Married,Unemployed,7,Owned,Middle,PhD,8,344-22-9432,FL,0
CUST00867,Customer_867,36,Married,Retired,3,Leased,Middle,Master,14,432-87-5189,TX,0
CUST00868,Customer_868,61,Widowed,Retired,3,Owned,Middle,Bachelor,17,785-31-6433,TX,0
CUST00869,Customer_869,50,Married,Unemployed,1,Rented,Middle,None,4,603-29-7128,WA,1
CUST00870,Customer_870,64,Married,Employed,4,Rented,Middle,Bachelor,19,515-68-1313,IL,0
CUST00871,Customer_871,24,Single,Retired,3,Leased,Middle,None,9,210-73-9962,WA,0
CUST00872,Customer_872,77,Divorced,Unemployed,7,Owned,Middle,Master,7,204-12-3324,OH,1
CUST00873,Customer_873,32,Single,Unemployed,6,Leased,Middle,PhD,3,138-31-7227,FL,0
CUST00874,Customer_874,25,Single,Retired,4,Leased,Upper,None,1,808-66-4605,TX,0
CUST00875,Customer_875,24,Married,Unemployed,4,Owned,Upper,Bachelor,11,239-57-9683,NC,0
CUST00876,Customer_876,37,Married,Employed,5,Rented,Middle,High School,12,287-58-4006,TX,0
CUST00877,Customer_877,44,Single,Retired,7,Leased,Lower,PhD,2,421-55-2522,CA,0
CUST00878,Customer_878,22,Divorced,Retired,7,Leased,Lower,PhD,18,274-13-7207,NY,0
CUST00879,Customer_879,56,Widowed,Employed,3,Rented,Lower,High School,11,917-49-6581,NY,0
CUST00880,Customer_880,56,Single,Self-Employed,3,Leased,Middle,None,2,984-77-3218,FL,0
CUST00881,Customer_881,66,Married,Employed,5,Rented,Middle,PhD,16,797-45-9631,OH,0
CUST00882,Customer_882,19,Divorced,Unemployed,2,Owned,Middle,Master,4,931-13-8973,OH,0
CUST00883,Customer_883,23,Married,Employed,1,Rented,Middle,High School,13,315-53-7741,IL,0
CUST00884,Customer_884,30,Divorced,Self-Employed,2,Owned,Middle,None,13,211-11-4678,OH,0
CUST00885,Customer_885,45,Married,Unemployed,3,Owned,Lower,Master,16,622-62-9569,GA,0
CUST00886,Customer_886,54,Single,Retired,5,Rented,Lower,Master,16,328-73-2720,TX,0
CUST00887,Customer_887,30,Widowed,Self-Employed,6,Rented,Middle,High School,19,504-57-4864,NY,0
CUST00888,Customer_888,40,Widowed,Retired,2,Leased,Middle,PhD,2,258-26-8869,CA,1
CUST00889,Customer_889,49,Married,Employed,1,Leased,Lower,None,7,954-16-3092,WA,0
CUST00890,Customer_890,51,Single,Employed,2,Leased,Lower,PhD,7,987-20-5840,GA,0
CUST00891,Customer_891,50,Single,Employed,7,Leased,Middle,Bachelor,8,360-97-7702,MI,0
CUST00892,Customer_892,57,Widowed,Unemployed,2,Leased,Middle,High School,5,775-15-2375,NC,0
CUST00893,Customer_893,64,Widowed,Self-Employed,4,Rented,Middle,Master,5,814-30-4908,CA,0
CUST00894,Customer_894,70,Married,Employed,4,Rented,Middle,Master,19,196-11-7561,IL,1
CUST00895,Customer_895,77,Widowed,Retired,2,Owned,Middle,Bachelor,18,259-25-8587,MI,0
CUST00896,Customer_896,42,Single,Self-Employed,6,Leased,Upper,PhD,13,742-29-8734,OH,0
CUST00897,Customer_897,38,Married,Unemployed,1,Leased,Middle,None,11,972-46-5088,OH,0
CUST00898,Customer_898,35,Single,Unemployed,4,Owned,Middle,High School,10,694-23-9055,WA,0
CUST00899,Customer_899,39,Divorced,Employed,3,Rented,Lower,Bachelor,13,212-77-6192,NC,0
CUST00900,Customer_900,51,Divorced,Unemployed,6,Owned,Middle,Master,17,217-49-3632,NC,0
CUST00901,Customer_901,55,Widowed,Retired,2,Rented,Middle,High School,9,942-57-4310,NC,0
CUST00902,Customer_902,22,Widowed,Self-Employed,7,Rented,Middle,PhD,11,337-22-5552,NY,0
CUST00903,Customer_903,79,Divorced,Retired,6,Rented,Lower,High School,18,558-94-6832,WA,1
CUST00904,Customer_904,20,Divorced,Self-Employed,6,Rented,Middle,High School,18,507-43-3354,MI,0
CUST00905,Customer_905,42,Divorced,Self-Employed,4,Rented,Middle,Bachelor,5,681-23-1054,CA,0
CUST00906,Customer_906,46,Married,Employed,5,Owned,Middle,Master,5,910-12-3067,OH,0
CUST00907,Customer_907,39,Divorced,Employed,2,Rented,Upper,PhD,4,602-27-7030,FL,0
CUST00908,Customer_908,31,Single,Employed,1,Owned,Lower,High School,1,595-16-5154,OH,1
CUST00909,Customer_909,50,Single,Unemployed,6,Leased,Middle,PhD,14,846-44-7096,MI,0
CUST00910,Customer_910,18,Widowed,Employed,4,Leased,Middle,High School,9,620-50-6124,GA,0
CUST00911,Customer_911,64,Married,Unemployed,3,Leased,Upper,None,1,537-16-4926,NC,0
CUST00912,Customer_912,60,Widowed,Self-Employed,2,Rented,Middle,Master,4,473-79-7488,IL,0
CUST00913,Customer_913,65,Single,Employed,5,Rented,Middle,PhD,11,615-43-6669,CA,0
CUST00914,Customer_914,68,Married,Retired,4,Leased,Middle,High School,16,996-84-3118,MI,0
CUST00915,Customer_915,73,Married,Unemployed,5,Owned,Lower,PhD,13,352-54-6943,CA,0
CUST00916,Customer_916,27,Widowed,Self-Employed,7,Owned,Middle,Master,11,705-79-5930,TX,0
CUST00917,Customer_917,69,Married,Unemployed,6,Owned,Middle,Master,4,841-13-2955,NC,1
CUST00918,Customer_918,52,Divorced,Retired,3,Rented,Lower,High School,6,561-56-9696,IL,1
CUST00919,Customer_919,25,Single,Self-Employed,2,Leased,Middle,PhD,15,692-46-6278,IL,0
CUST00920,Customer_920,79,Divorced,Employed,2,Rented,Lower,None,15,204-44-1191,CA,0
CUST00921,Customer_921,68,Married,Unemployed,4,Rented,Middle,None,17,234-46-1045,TX,1
CUST00922,Customer_922,34,Divorced,Self-Employed,6,Leased,Middle,None,11,266-89-8511,NC,0
CUST00923,Customer_923,73,Divorced,Unemployed,2,Leased,Lower,PhD,6,611-94-1277,OH,0
CUST00924,Customer_924,63,Single,Employed,7,Leased,Middle,Bachelor,10,945-54-4370,FL,0
CUST00925,Customer_925,45,Single,Retired,4,Leased,Middle,Bachelor,18,810-50-6411,IL,0
CUST00926,Customer_926,28,Single,Employed,6,Rented,Middle,High School,4,383-56-2161,IL,0
CUST00927,Customer_927,63,Single,Self-Employed,3,Owned,Middle,Bachelor,17,293-59-9492,WA,0
CUST00928,Customer_928,75,Divorced,Unemployed,1,Owned,Middle,Bachelor,19,267-61-1534,MI,0
CUST00929,Customer_929,29,Married,Unemployed,4,Rented,Middle,PhD,16,555-85-4053,IL,0
CUST00930,Customer_930,18,Widowed,Self-Employed,4,Owned,Lower,High School,13,817-44-9335,TX,0
CUST00931,Customer_931,32,Single,Retired,4,Owned,Upper,None,8,665-39-3386,OH,0
CUST00932,Customer_932,36,Divorced,Self-Employed,3,Owned,Middle,PhD,17,882-52-4585,CA,0
CUST00933,Customer_933,41,Divorced,Unemployed,5,Leased,Upper,PhD,4,627-16-2654,GA,0
CUST00934,Customer_934,78,Single,Self-Employed,5,Owned,Middle,Master,15,511-35-5983,OH,0
CUST00935,Customer_935,77,Divorced,Self-Employed,2,Leased,Middle,Bachelor,8,413-48-8012,MI,0
CUST00936,Customer_936,59,Single,Retired,5,Leased,Middle,Master,10,806-36-4166,IL,0
CUST00937,Customer_937,31,Widowed,Self-Employed,3,Leased,Middle,PhD,9,675-91-5899,OH,0
CUST00938,Customer_938,31,Married,Self-Employed,6,Rented,Lower,None,1,166-63-7482,CA,1
CUST00939,Customer_939,23,Widowed,Retired,4,Owned,Lower,PhD,19,942-92-7214,MI,0
CUST00940,Customer_940,67,Divorced,Employed,2,Rented,Lower,None,13,597-24-8907,FL,1
CUST00941,Customer_941,31,Married,Self-Employed,2,Leased,Middle,Master,12,528-71-7615,NC,0
CUST00942,Customer_942,73,Single,Self-Employed,7,Rented,Middle,Master,2,113-43-7040,FL,0
CUST00943,Customer_943,55,Single,Self-Employed,6,Rented,Upper,PhD,15,525-68-6060,NY,0
CUST00944,Customer_944,48,Single,Unemployed,2,Leased,Upper,PhD,19,100-37-4682,FL,0
CUST00945,Customer_945,75,Married,Self-Employed,4,Rented,Middle,Bachelor,16,445-13-1167,MI,0
CUST00946,Customer_946,27,Divorced,Retired,1,Owned,Middle,Master,5,363-85-9878,NC,0
CUST00947,Customer_947,46,Married,Retired,6,Owned,Middle,Master,4,852-93-9334,NC,0
CUST00948,Customer_948,34,Single,Employed,6,Rented,Middle,PhD,7,715-20-4301,NY,0
CUST00949,Customer_949,29,Single,Unemployed,6,Owned,Middle,Bachelor,1,761-45-3419,NC,0
CUST00950,Customer_950,76,Married,Self-Employed,4,Leased,Lower,High School,11,134-40-4044,IL,0
CUST00951,Customer_951,55,Single,Unemployed,2,Leased,Middle,None,9,831-79-2017,NC,0
CUST00952,Customer_952,27,Divorced,Self-Employed,4,Owned,Middle,Bachelor,10,566-90-5289,FL,0
CUST00953,Customer_953,24,Married,Retired,4,Owned,Upper,High School,19,959-18-3898,OH,0
CUST00954,Customer_954,37,Single,Retired,3,Owned,Middle,Bachelor,13,926-73-3547,WA,0
CUST00955,Customer_955,69,Married,Employed,3,Owned,Lower,None,8,901-44-8132,CA,0
CUST00956,Customer_956,27,Married,Employed,1,Rented,Upper,High School,15,397-40-3958,NC,0
CUST00957,Customer_957,63,Single,Employed,4,Rented,Middle,PhD,8,428-63-8282,GA,0
CUST00958,Customer_958,24,Single,Retired,2,Leased,Middle,Master,15,663-12-6386,IL,0
CUST00959,Customer_959,38,Widowed,Employed,6,Rented,Middle,PhD,18,487-16-3973,WA,0
CUST00960,Customer_960,50,Married,Unemployed,6,Leased,Middle,PhD,18,971-41-7425,NC,0
CUST00961,Customer_961,25,Divorced,Self-Employed,5,Rented,Lower,Bachelor,10,279-88-8325,OH,0
CUST00962,Customer_962,42,Widowed,Self-Employed,2,Rented,Middle,Bachelor,9,243-71-9388,NY,0
CUST00963,Customer_963,34,Single,Unemployed,5,Leased,Middle,PhD,8,913-74-7566,GA,1
CUST00964,Customer_964,20,Divorced,Retired,7,Rented,Middle,None,11,550-23-1208,CA,1
CUST00965,Customer_965,18,Widowed,Unemployed,5,Leased,Lower,None,18,363-32-9223,FL,0
CUST00966,Customer_966,27,Single,Unemployed,6,Rented,Middle,Bachelor,17,854-38-4412,IL,0
CUST00967,Customer_967,64,Married,Unemployed,7,Owned,Middle,Bachelor,12,768-70-8977,FL,0
CUST00968,Customer_968,20,Single,Employed,6,Leased,Middle,None,6,756-71-7980,OH,0
CUST00969,Customer_969,49,Single,Unemployed,2,Owned,Middle,PhD,8,903-44-3262,MI,0
CUST00970,Customer_970,19,Married,Self-Employed,7,Rented,Upper,High School,5,917-24-3629,NY,0
CUST00971,Customer_971,31,Single,Employed,6,Leased,Middle,PhD,4,222-84-9252,IL,0
CUST00972,Customer_972,29,Widowed,Self-Employed,6,Rented,Lower,Bachelor,1,481-18-3107,IL,1
CUST00973,Customer_973,39,Single,Employed,2,Leased,Middle,High School,15,620-40-7750,NC,1
CUST00974,Customer_974,64,Divorced,Self-Employed,4,Owned,Middle,High School,15,818-48-6533,NC,0
CUST00975,Customer_975,44,Single,Employed,7,Leased,Middle,Bachelor,4,157-22-4023,FL,0
CUST00976,Customer_976,18,Divorced,Unemployed,7,Leased,Middle,Bachelor,14,211-11-7184,MI,0
CUST00977,Customer_977,26,Divorced,Self-Employed,1,Leased,Middle,PhD,4,121-31-7491,GA,0
CUST00978,Customer_978,36,Single,Unemployed,3,Owned,Lower,High School,6,287-30-7744,MI,0
CUST00979,Customer_979,35,Married,Unemployed,5,Owned,Middle,High School,5,119-38-5823,MI,0
CUST00980,Customer_980,53,Widowed,Retired,1,Owned,Middle,PhD,3,161-68-4823,OH,0
CUST00981,Customer_981,39,Divorced,Employed,2,Owned,Lower,Master,14,379-60-1348,NC,0
CUST00982,Customer_982,64,Widowed,Unemployed,5,Owned,Middle,Bachelor,1,640-51-1526,GA,0
CUST00983,Customer_983,33,Married,Self-Employed,5,Owned,Middle,High School,8,806-50-1617,GA,0
CUST00984,Customer_984,60,Single,Self-Employed,1,Leased,Middle,High School,10,423-76-5039,OH,0
CUST00985,Customer_985,24,Married,Retired,3,Leased,Middle,Bachelor,11,448-13-1580,FL,0
CUST00986,Customer_986,79,Married,Employed,5,Leased,Middle,Bachelor,4,365-34-6790,NY,0
CUST00987,Customer_987,79,Widowed,Self-Employed,7,Owned,Upper,Master,9,522-21-6863,NC,0
CUST00988,Customer_988,35,Married,Retired,7,Leased,Middle,PhD,16,962-86-9944,NC,1
CUST00989,Customer_989,32,Divorced,Self-Employed,3,Leased,Middle,High School,8,531-42-1500,IL,0
CUST00990,Customer_990,18,Divorced,Employed,5,Owned,Middle,Master,19,712-49-6717,TX,0
CUST00991,Customer_991,78,Married,Employed,4,Owned,Lower,Master,9,370-24-7209,TX,0
CUST00992,Customer_992,20,Married,Self-Employed,2,Owned,Middle,High School,15,448-57-9824,MI,0
CUST00993,Customer_993,18,Widowed,Employed,4,Rented,Middle,Master,3,352-21-7407,TX,0
CUST00994,Customer_994,24,Single,Unemployed,1,Rented,Middle,High School,17,617-45-6392,FL,0
CUST00995,Customer_995,36,Married,Employed,1,Owned,Middle,Bachelor,10,929-24-8116,CA,0
CUST00996,Customer_996,78,Divorced,Retired,3,Leased,Middle,PhD,19,581-81-9256,FL,0
CUST00997,Customer_997,28,Single,Self-Employed,2,Rented,Lower,Bachelor,14,243-20-1034,MI,0
CUST00998,Customer_998,53,Divorced,Employed,2,Owned,Lower,PhD,15,270-40-3300,FL,1
CUST00999,Customer_999,58,Widowed,Employed,1,Rented,Middle,High School,3,840-76-4164,MI,0
CUST01000,Customer_1000,67,Married,Unemployed,4,Owned,Middle,Master,11,618-37-5531,MI,0
CUST01001,Customer_1001,61,Divorced,Unemployed,1,Rented,Middle,None,15,361-80-3050,NC,1
CUST01002,Customer_1002,79,Married,Employed,6,Owned,Middle,Master,16,979-92-2763,FL,0
CUST01003,Customer_1003,59,Divorced,Self-Employed,1,Rented,Middle,None,8,613-82-8594,WA,1
CUST01004,Customer_1004,70,Single,Retired,5,Rented,Lower,Bachelor,11,432-58-2313,GA,0
CUST01005,Customer_1005,37,Divorced,Retired,2,Owned,Middle,High School,4,326-32-3570,NC,0
CUST01006,Customer_1006,43,Married,Unemployed,5,Leased,Middle,Master,9,458-71-9091,NY,0
CUST01007,Customer_1007,63,Single,Unemployed,1,Owned,Lower,Bachelor,10,622-52-7325,GA,0
CUST01008,Customer_1008,72,Widowed,Unemployed,4,Rented,Middle,PhD,1,652-49-1299,GA,0
CUST01009,Customer_1009,18,Single,Self-Employed,5,Leased,Upper,Bachelor,18,587-15-6496,OH,0
CUST01010,Customer_1010,44,Divorced,Employed,2,Owned,Lower,PhD,13,943-80-8544,OH,0
CUST01011,Customer_1011,67,Widowed,Unemployed,1,Rented,Middle,High School,4,515-53-5727,NC,0
CUST01012,Customer_1012,25,Widowed,Unemployed,5,Rented,Middle,Bachelor,18,280-97-1361,WA,0
CUST01013,Customer_1013,39,Divorced,Retired,5,Owned,Middle,Bachelor,14,990-96-9460,MI,0
CUST01014,Customer_1014,51,Divorced,Employed,3,Rented,Middle,PhD,14,105-94-3138,NY,0
CUST01015,Customer_1015,23,Divorced,Retired,1,Owned,Middle,Bachelor,18,334-70-4578,MI,0
CUST01016,Customer_1016,74,Widowed,Self-Employed,3,Rented,Lower,Master,8,943-54-2053,NY,0
CUST01017,Customer_1017,40,Widowed,Self-Employed,2,Rented,Middle,Bachelor,7,315-78-6180,FL,0
CUST01018,Customer_1018,66,Married,Retired,5,Leased,Middle,PhD,12,398-29-7116,TX,0
CUST01019,Customer_1019,44,Married,Unemployed,3,Owned,Lower,Bachelor,17,339-18-6005,NC,1
CUST01020,Customer_1020,42,Single,Employed,3,Leased,Lower,PhD,16,877-37-7364,IL,0
CUST01021,Customer_1021,77,Widowed,Self-Employed,2,Owned,Lower,High School,15,501-95-6464,MI,0
CUST01022,Customer_1022,71,Widowed,Unemployed,2,Owned,Lower,PhD,15,551-30-8988,MI,0
CUST01023,Customer_1023,49,Divorced,Employed,6,Owned,Lower,PhD,1,141-58-3395,OH,0
CUST01024,Customer_1024,46,Divorced,Employed,4,Owned,Lower,High School,10,560-97-1851,FL,0
CUST01025,Customer_1025,66,Single,Self-Employed,4,Rented,Middle,High School,7,147-82-7284,TX,0
CUST01026,Customer_1026,60,Widowed,Unemployed,3,Leased,Upper,Bachelor,7,470-29-6399,WA,0
CUST01027,Customer_1027,78,Single,Employed,1,Owned,Middle,None,17,331-67-4644,NY,0
CUST01028,Customer_1028,38,Divorced,Unemployed,6,Leased,Middle,Bachelor,8,796-68-6177,CA,0
CUST01029,Customer_1029,24,Married,Unemployed,6,Leased,Middle,Master,16,187-65-7283,NY,0
CUST01030,Customer_1030,30,Married,Self-Employed,1,Owned,Middle,Master,18,568-62-6524,MI,0
CUST01031,Customer_1031,50,Single,Unemployed,7,Leased,Upper,Bachelor,9,310-49-2134,CA,0
CUST01032,Customer_1032,37,Single,Unemployed,6,Owned,Middle,Master,4,797-22-8293,GA,0
CUST01033,Customer_1033,68,Married,Self-Employed,6,Leased,Middle,High School,14,672-56-5543,IL,0
CUST01034,Customer_1034,72,Married,Retired,4,Leased,Middle,PhD,17,231-68-4361,WA,0
CUST01035,Customer_1035,29,Widowed,Unemployed,5,Owned,Middle,High School,8,804-84-9255,IL,0
CUST01036,Customer_1036,79,Divorced,Retired,1,Leased,Middle,Master,4,924-77-3403,OH,0
CUST01037,Customer_1037,57,Single,Unemployed,5,Leased,Middle,Bachelor,10,346-93-9671,IL,0
CUST01038,Customer_1038,34,Widowed,Retired,1,Rented,Middle,Master,19,348-67-9268,GA,0
CUST01039,Customer_1039,30,Divorced,Self-Employed,7,Leased,Middle,Master,10,862-93-4164,CA,0
CUST01040,Customer_1040,28,Widowed,Employed,7,Owned,Lower,PhD,9,553-63-9554,CA,1
CUST01041,Customer_1041,47,Widowed,Employed,2,Rented,Upper,PhD,9,983-58-8671,OH,1
CUST01042,Customer_1042,22,Divorced,Retired,4,Rented,Lower,Bachelor,14,440-63-8290,NY,0
CUST01043,Customer_1043,26,Single,Retired,5,Leased,Lower,Master,7,897-19-1656,TX,0
CUST01044,Customer_1044,64,Married,Self-Employed,6,Leased,Lower,Bachelor,14,294-19-2919,NC,0
CUST01045,Customer_1045,48,Divorced,Self-Employed,4,Owned,Lower,Bachelor,19,952-65-1873,NC,1
CUST01046,Customer_1046,50,Single,Employed,7,Owned,Middle,Bachelor,15,737-93-8535,TX,0
CUST01047,Customer_1047,38,Widowed,Retired,3,Leased,Upper,Master,18,869-90-7758,TX,0
CUST01048,Customer_1048,52,Married,Self-Employed,3,Leased,Upper,PhD,15,886-80-7137,NC,0
CUST01049,Customer_1049,39,Divorced,Self-Employed,6,Leased,Middle,PhD,17,279-91-1807,IL,0
CUST01050,Customer_1050,20,Widowed,Employed,4,Rented,Middle,High School,1,347-74-7526,NY,0
CUST01051,Customer_1051,53,Widowed,Employed,1,Leased,Lower,High School,7,893-16-8087,OH,0
CUST01052,Customer_1052,23,Divorced,Retired,5,Owned,Middle,Bachelor,6,212-64-3034,NY,1
CUST01053,Customer_1053,60,Married,Employed,2,Leased,Middle,Master,17,611-19-1306,CA,0
CUST01054,Customer_1054,74,Divorced,Employed,6,Leased,Lower,Bachelor,5,968-55-5195,GA,1
CUST01055,Customer_1055,59,Divorced,Retired,6,Leased,Upper,None,19,453-90-8047,GA,0
CUST01056,Customer_1056,53,Widowed,Unemployed,3,Leased,Upper,Master,14,528-20-7296,CA,0
CUST01057,Customer_1057,77,Single,Employed,6,Rented,Middle,None,3,283-38-6947,FL,0
CUST01058,Customer_1058,31,Single,Self-Employed,7,Leased,Middle,None,13,954-29-1314,GA,0
CUST01059,Customer_1059,65,Single,Unemployed,6,Owned,Middle,High School,7,481-72-6919,NC,0
CUST01060,Customer_1060,30,Widowed,Employed,5,Rented,Middle,None,6,954-28-8092,WA,0
CUST01061,Customer_1061,18,Divorced,Retired,7,Leased,Middle,High School,19,795-83-9120,GA,0
CUST01062,Customer_1062,32,Divorced,Retired,7,Leased,Upper,High School,16,368-37-5066,CA,0
CUST01063,Customer_1063,49,Single,Retired,4,Rented,Middle,Master,15,414-22-3964,NY,0
CUST01064,Customer_1064,21,Single,Unemployed,1,Leased,Middle,Master,6,438-77-1075,FL,0
CUST01065,Customer_1065,35,Divorced,Retired,5,Owned,Middle,PhD,13,775-79-2196,WA,0
CUST01066,Customer_1066,21,Divorced,Self-Employed,4,Leased,Upper,High School,7,956-74-7306,CA,0
CUST01067,Customer_1067,33,Married,Unemployed,3,Rented,Lower,High School,12,789-82-4622,NY,0
CUST01068,Customer_1068,62,Single,Unemployed,2,Owned,Middle,PhD,8,561-64-2724,OH,0
CUST01069,Customer_1069,27,Married,Unemployed,6,Owned,Middle,Master,12,154-74-3246,FL,1
CUST01070,Customer_1070,34,Divorced,Retired,7,Leased,Middle,Bachelor,15,369-19-5135,NC,0
CUST01071,Customer_1071,26,Single,Employed,5,Owned,Middle,High School,6,611-90-5423,TX,0
CUST01072,Customer_1072,41,Married,Self-Employed,2,Rented,Lower,Bachelor,1,435-80-3604,WA,0
CUST01073,Customer_1073,65,Divorced,Retired,1,Rented,Lower,Bachelor,2,110-12-8600,IL,0
CUST01074,Customer_1074,51,Single,Employed,5,Rented,Upper,Master,18,730-26-2936,NY,0
CUST01075,Customer_1075,30,Single,Self-Employed,2,Leased,Middle,None,19,852-66-5337,WA,0
CUST01076,Customer_1076,37,Divorced,Retired,1,Rented,Middle,Master,14,429-43-8088,TX,0
CUST01077,Customer_1077,59,Single,Unemployed,2,Leased,Middle,Master,3,277-89-3143,IL,0
CUST01078,Customer_1078,47,Married,Self-Employed,2,Owned,Upper,None,12,311-43-8130,CA,0
CUST01079,Customer_1079,46,Divorced,Self-Employed,3,Owned,Middle,High School,9,104-23-4378,OH,0
CUST01080,Customer_1080,71,Single,Employed,3,Leased,Lower,High School,5,226-44-4855,NY,0
CUST01081,Customer_1081,68,Divorced,Unemployed,2,Leased,Middle,None,8,655-38-5843,NC,0
CUST01082,Customer_1082,33,Widowed,Employed,6,Owned,Lower,None,15,987-51-8235,OH,0
CUST01083,Customer_1083,61,Widowed,Employed,6,Leased,Upper,Master,19,346-89-6116,GA,0
